mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
471.93,151.86,11.08,8.80,9.94,5.48,6.24,4.04,7396.41,35002.27,6.17,25984.45,19171.90,9994.69,49206.36,47435.01,5833.13,18827.33,259333.35,1434585.45,1165185.03,52463.53,2723.08,675228699.10,5409068.97,40.97,9.80,19.44,11.72,92.69,80.96,11.72,86355.06,29453.97,676.79,4750.64,27.23
86.68,202.60,14.62,7.59,1.67,3.21,3.24,2.20,5050.41,45270.20,8.67,26474.19,15411.83,7018.83,52363.30,27832.70,7292.39,24566.93,527882.45,978559.72,399779.31,17461.91,857.37,210200629.77,1826437.15,24.97,8.59,9.93,6.45,31.31,24.85,6.45,80497.22,10021.99,165.84,1616.45,8.57
284.30,137.42,15.57,7.74,0.23,8.42,5.05,3.04,6200.05,30148.19,8.91,25683.25,14652.43,11049.13,39023.58,34141.45,7487.51,17289.35,347342.40,1221244.99,667072.04,29468.25,1477.93,335165519.41,3399824.03,36.66,8.74,14.45,13.47,60.93,47.46,13.47,75291.41,16774.24,368.95,2705.52,14.78
29.09,191.78,13.24,6.69,1.36,0.33,0.12,2.00,5247.82,55654.72,7.27,24198.05,11058.58,6247.06,67825.63,27068.98,7004.43,23932.01,740025.53,929083.67,188340.64,8308.11,415.57,108401190.97,977340.47,14.88,7.69,6.73,0.45,13.51,13.07,0.45,82565.42,4734.17,52.68,763.58,4.16
175.46,259.56,11.93,7.30,7.66,4.98,6.56,2.89,4775.56,39452.57,8.41,15667.15,15661.38,11364.65,37702.74,39398.90,6329.55,18853.93,396695.99,1275323.61,611282.93,28714.58,1598.73,315792493.68,3833258.03,34.84,8.30,15.00,11.54,60.71,49.17,11.54,69166.03,15637.52,430.09,2522.18,15.99
245.39,414.09,15.89,7.05,0.85,9.55,2.87,4.14,5043.59,34301.89,8.90,27478.30,14687.77,7723.03,39264.01,45711.86,6086.68,23550.52,564576.80,1009752.75,1063786.71,49975.86,2782.95,567937137.01,4533432.64,42.61,8.05,22.14,12.42,110.75,98.33,12.42,77073.00,27214.05,959.59,4389.36,27.83
444.19,275.40,15.09,2.33,8.32,2.89,5.37,6.01,5705.52,50182.12,5.84,25503.90,17179.81,8745.56,55854.57,38278.18,6083.16,24435.14,563795.81,1542231.95,387610.36,26317.39,2172.27,388290094.69,7597256.01,38.10,3.33,26.51,8.26,157.20,148.94,8.26,85328.18,11177.28,1155.25,1802.79,21.72
385.10,260.33,15.23,6.26,9.53,2.84,1.95,3.56,8421.27,43127.11,5.71,26829.15,21948.06,11952.74,57818.45,44395.12,6531.94,16090.86,517777.41,1116578.17,848208.43,41923.66,2515.48,635571860.62,4979499.03,33.22,7.26,21.17,4.79,91.01,86.22,4.79,90888.44,22021.96,946.79,3551.93,25.15
325.92,63.89,14.75,9.76,8.20,9.09,2.98,5.65,6083.12,35370.29,5.03,20254.10,16433.92,11806.14,52530.25,33385.88,5825.72,20471.39,353383.51,982399.26,973024.46,39497.30,1657.70,443534720.12,1996584.49,38.50,10.76,15.68,12.06,70.20,58.13,12.06,79457.31,23925.33,196.64,3858.92,16.58
191.26,470.03,15.52,2.93,3.77,2.52,5.06,0.73,7687.19,44096.61,9.11,24196.47,20041.73,7903.04,59924.93,41063.42,5657.91,16169.77,354131.03,1519744.46,259201.22,17791.62,1480.17,284338052.41,6417825.24,27.60,3.93,16.09,7.58,36.30,28.72,7.58,86546.64,7504.41,848.98,1210.39,14.80
44.03,141.22,13.08,5.70,2.48,1.50,8.48,0.84,4638.05,31841.53,5.81,16882.13,21476.40,10622.73,68919.52,43869.76,6095.58,17067.55,760065.00,1067726.14,140559.43,6535.40,358.00,65244611.93,1185812.60,21.88,6.70,5.21,9.98,18.08,8.10,9.98,63866.72,3585.25,58.72,578.27,3.58
201.21,328.36,11.52,1.05,3.96,3.94,2.90,9.03,4697.61,36088.61,6.97,16361.68,13934.97,11570.53,39426.78,34054.77,5904.28,22201.37,701656.66,1558015.81,151157.62,12660.35,1189.60,160729504.06,5640380.37,35.28,2.05,26.39,6.84,164.68,157.84,6.84,72704.28,4731.79,623.93,763.19,11.90
300.04,82.55,15.99,1.10,9.59,3.40,0.62,7.89,6543.64,36349.75,7.51,28758.29,16701.43,6853.79,55956.36,38493.61,6493.96,20121.74,605165.72,1760295.33,118152.38,7478.34,584.47,102747643.88,3901943.68,25.82,2.10,19.70,4.02,89.49,85.48,4.02,82714.99,3322.49,233.91,535.88,5.84
209.05,140.90,12.88,8.45,2.01,7.46,2.81,2.79,5565.70,54232.83,5.49,27519.83,18439.69,7679.69,42556.01,42598.06,5780.26,24937.93,753215.35,1383944.87,596826.49,26210.89,1300.27,352150763.72,3345271.85,32.49,9.45,12.76,10.27,48.76,38.49,10.27,85742.95,14983.84,278.16,2416.75,13.00
350.75,111.34,10.32,2.71,9.93,7.59,6.16,1.60,4752.42,36224.17,6.32,22314.84,17896.16,8670.14,65329.45,47663.44,5964.59,16410.22,531805.54,1532009.83,142961.18,9891.99,827.68,120482581.09,4264152.77,29.73,3.71,12.28,13.75,43.36,29.61,13.75,64553.08,4151.33,368.81,669.57,8.28
137.17,137.77,12.75,7.10,6.57,1.93,8.35,0.62,4842.00,41782.03,6.71,17215.03,20540.04,9562.86,42505.71,26246.74,7128.65,19847.02,624003.50,1406827.53,294480.52,13627.89,740.87,158248192.71,2723921.67,26.18,8.10,7.80,10.28,22.47,12.19,10.28,71235.75,7501.34,178.47,1209.89,7.41
110.25,40.16,11.04,6.55,5.36,1.93,3.81,0.88,5919.44,48747.23,5.02,20678.31,12125.12,9755.41,59185.52,35177.22,5712.33,18214.03,713201.20,1176636.67,131673.93,6028.55,321.98,76434589.30,1102687.42,17.94,7.55,4.65,5.74,12.74,7.00,5.74,77361.67,3344.03,41.81,539.36,3.22
520.78,311.15,9.67,6.99,9.17,7.58,2.74,1.50,7831.46,50575.99,9.53,28441.95,20124.49,8753.28,63091.94,44885.84,7481.57,22355.93,372674.28,1082155.60,861380.27,48098.60,3343.67,802936968.63,6135387.78,40.69,7.99,22.38,10.31,68.23,57.91,10.31,97795.90,23223.30,1530.27,3745.69,33.44
244.69,316.40,14.79,7.92,4.84,2.45,8.38,9.96,8245.22,55577.07,7.80,29250.17,15117.98,10376.79,52565.16,39428.36,6893.39,22304.88,657324.47,1533704.43,1699837.86,73680.53,3564.55,1163369760.41,6010439.48,48.61,8.92,28.86,10.83,198.02,187.20,10.83,101236.33,42524.77,731.13,6858.83,35.65
307.94,255.46,11.02,7.34,9.24,9.42,6.76,3.98,6418.02,45376.05,8.72,27100.76,15258.77,10419.83,44810.98,45259.97,6395.42,18264.55,673541.94,1420800.80,878879.49,42451.91,2465.34,567023815.93,5612728.59,44.51,8.34,19.99,16.19,99.95,83.76,16.19,80888.33,22664.61,742.92,3655.58,24.65
36.00,53.64,9.70,1.11,0.76,0.32,6.77,3.70,4123.52,48911.79,5.57,24011.18,19727.92,11155.74,69596.61,26569.07,6759.34,19808.60,640744.46,1682119.92,14175.04,986.81,82.92,12354185.54,1041147.42,17.75,2.11,8.55,7.10,19.45,12.36,7.10,67230.96,412.55,18.24,66.54,0.83
449.49,66.52,12.68,2.96,5.60,7.58,3.04,0.22,4500.72,40202.82,9.25,23601.61,14791.15,11463.11,59088.07,47831.19,7315.01,23368.34,499791.47,1631457.09,154623.75,9396.45,709.13,122913037.51,3973222.87,23.55,3.96,8.97,10.62,21.59,10.98,10.62,74094.96,4287.35,282.36,691.51,7.09
474.26,187.68,11.55,3.30,9.77,6.38,6.04,9.44,4205.65,39713.33,7.39,23509.28,19546.79,11484.28,58281.65,25777.18,5718.45,24020.46,325098.59,1253275.85,534459.17,31556.80,2319.38,348467479.97,5266310.32,45.80,4.30,29.08,12.42,203.43,191.01,12.42,72617.94,14675.84,840.59,2367.07,23.19
292.07,490.58,13.08,8.83,6.71,2.48,0.51,5.47,8910.38,52422.70,6.86,27037.82,18436.75,7770.52,43552.80,49828.17,7447.80,22662.69,465601.35,1755712.75,1784224.99,81206.64,4294.12,1354071960.71,9360414.61,39.96,9.83,27.14,2.99,151.42,148.43,2.99,105718.94,45237.68,1353.15,7296.40,42.94
513.79,367.90,12.12,1.65,3.46,6.04,4.05,6.24,7307.65,51375.21,9.09,15522.68,12096.28,6738.11,60694.94,46667.97,6255.22,18207.69,506657.87,1256020.62,306668.37,28339.78,2792.66,465638539.58,7691177.92,43.84,2.65,31.09,10.09,201.28,191.19,10.09,88142.91,10012.80,1785.07,1614.97,27.93
278.60,93.66,14.15,1.83,2.37,3.73,9.72,2.31,7782.28,51668.10,5.76,24669.19,13696.98,6445.27,35909.89,44667.28,5696.93,23414.72,549122.52,1768736.50,101673.72,6759.82,549.31,115382878.41,4024197.82,27.83,2.83,11.54,13.46,44.84,31.39,13.46,98623.60,2909.58,246.43,469.29,5.49
144.65,241.50,15.03,5.40,9.61,3.58,4.39,6.27,5112.30,43463.03,5.05,22749.35,11315.39,6262.43,60023.71,26954.21,6172.50,24155.59,383723.75,1664981.67,536268.25,25177.98,1400.71,298882941.46,4382947.86,33.12,6.40,18.75,7.97,90.55,82.59,7.97,79468.79,13716.54,329.90,2212.34,14.01
264.82,324.62,13.40,2.59,1.71,8.84,8.14,3.72,5240.92,42996.81,6.26,18560.11,19831.95,7234.46,38654.89,35046.18,7226.70,19316.75,265438.08,1027910.26,267390.37,18534.31,1552.73,251665288.80,4244783.09,40.81,3.59,20.24,16.97,99.81,82.84,16.97,73398.75,7769.60,811.83,1253.16,15.53
403.05,170.75,13.42,7.56,1.37,5.42,6.46,2.92,8405.39,50606.56,9.97,17239.67,19916.92,6010.98,35665.14,37612.72,6299.68,16225.24,404619.10,1035534.68,829085.81,38672.60,2129.35,598356076.84,3826165.34,37.92,8.56,17.49,11.87,72.80,60.92,11.87,92927.75,21166.75,649.92,3413.99,21.29
212.63,401.19,9.91,6.77,8.91,0.69,8.27,1.87,8114.00,44749.38,6.85,28578.86,20979.67,7528.92,55474.58,37016.05,6383.05,20740.71,655876.00,844437.55,617329.35,32537.20,2120.06,511630163.17,3473698.17,34.15,7.77,17.41,8.96,57.76,48.81,8.96,95987.14,16342.70,805.59,2635.92,21.20
202.45,500.00,12.88,7.37,1.81,3.09,0.85,4.43,5578.36,41810.51,5.56,17001.63,17614.67,10727.81,69557.00,32695.66,6589.89,20698.37,551165.28,1252050.60,1057157.51,50553.91,2892.68,625039193.79,5610587.03,34.86,8.37,22.55,3.94,107.88,103.94,3.94,77466.20,27182.84,955.95,4384.33,28.93
353.45,120.67,10.11,9.60,8.79,2.85,6.22,0.97,4822.02,39506.60,8.51,22163.73,17739.69,10205.44,36344.83,43335.46,6736.88,22891.16,535858.61,1627372.14,720046.17,32114.82,1639.07,366368548.96,4733592.30,31.46,10.60,11.79,9.07,31.97,22.90,9.07,75413.51,18154.00,402.78,2928.06,16.39
73.54,335.33,10.06,5.51,3.39,8.97,6.49,0.81,4173.72,43687.92,7.98,20378.44,19991.59,6242.26,64883.98,42145.09,7225.41,20971.22,377020.28,1023180.53,258082.03,13335.96,848.23,151870891.21,2263096.64,31.03,6.51,9.06,15.45,31.23,15.78,15.45,68725.90,6790.79,232.90,1095.29,8.48
311.14,378.90,13.33,4.29,6.16,7.29,5.71,5.60,6377.07,52214.34,6.84,25912.54,13644.85,6320.78,44493.28,27233.36,5644.56,22233.51,411568.26,1198258.37,658536.92,37374.89,2642.40,538390901.48,5794730.88,43.86,5.29,25.57,13.00,150.43,137.43,13.00,87319.71,17848.32,1113.34,2878.76,26.42
142.70,293.23,15.57,6.66,3.31,5.07,2.87,9.83,7762.19,55518.74,7.89,19597.93,13499.32,10211.61,59912.14,27034.06,5536.91,24675.84,383028.56,1411276.76,1002468.23,43970.88,2176.21,670988597.69,4066032.72,40.58,7.66,24.97,7.95,143.82,135.87,7.95,101321.82,25159.33,395.17,4057.96,21.76
221.69,168.81,12.74,7.84,6.75,1.57,7.41,2.85,6141.18,50168.56,7.22,15998.28,15063.14,7739.65,64345.99,31873.82,5551.38,24647.34,704177.58,1118686.02,612141.94,27702.57,1450.64,379146428.10,3048045.47,31.77,8.84,13.94,8.98,53.08,44.11,8.98,88893.12,15495.78,353.42,2499.32,14.51
356.95,311.55,14.97,8.99,3.86,4.20,3.98,7.40,6378.26,38003.14,6.43,28697.73,17547.39,10211.63,61302.80,28142.05,7147.21,23090.51,344375.75,941645.23,2029387.66,87549.69,4196.27,1080252245.60,4422801.13,45.93,9.99,27.77,8.18,179.00,170.82,8.18,86022.38,50704.49,1050.23,8178.14,41.96
302.46,277.28,14.14,3.81,5.84,9.52,9.04,0.07,8283.02,43992.59,7.12,15209.37,17302.46,11667.24,50525.01,33756.14,7341.52,18299.79,529409.98,1319510.52,276615.06,18101.92,1453.18,316294993.00,5382011.13,37.96,4.81,14.58,18.56,34.31,15.75,18.56,93511.67,7870.90,792.00,1269.50,14.53
95.36,273.47,11.21,2.30,4.05,7.34,9.65,1.99,4943.67,36184.30,6.56,28251.24,11354.08,9613.71,67790.92,41344.77,5728.01,18959.80,693512.70,926372.49,105961.10,7172.78,590.75,88926097.11,2107031.92,31.35,3.30,11.06,16.99,45.14,28.15,16.99,69645.92,3052.17,246.28,492.29,5.91
172.24,453.20,15.08,3.82,2.95,4.95,7.24,4.79,8695.02,36031.66,9.70,21891.62,11280.03,9460.93,69621.51,26650.90,5660.60,16579.66,536681.67,1002267.82,480105.12,26544.39,1825.91,397652922.35,3944014.81,38.16,4.82,21.16,12.18,109.80,97.62,12.18,92872.04,12902.81,737.18,2081.10,18.26
404.59,333.62,14.88,4.64,6.21,9.01,1.29,2.61,7496.47,38207.77,9.09,20146.90,18179.90,8987.70,62468.62,28664.63,6994.00,18368.73,512773.87,1389669.83,600508.90,35082.30,2552.53,532802556.33,7190907.91,38.23,5.64,22.29,10.30,88.65,78.35,10.30,87386.88,16431.27,1274.70,2650.21,25.53
235.27,524.91,9.24,7.50,6.91,6.98,2.13,4.21,6452.84,29865.72,5.24,19497.19,11688.05,9502.38,52178.63,28848.40,6148.15,21704.99,625915.79,1376782.48,1090942.36,55084.61,3401.56,687139930.44,6814456.54,41.49,8.50,23.88,9.11,119.05,109.94,9.11,82911.88,28505.06,1166.26,4597.59,34.02
155.03,29.72,9.26,4.15,8.49,9.66,6.10,0.63,7788.15,44969.67,7.81,17815.02,16216.60,11486.53,48468.14,32507.11,6676.82,21858.56,511571.98,1473917.52,75236.97,4001.53,263.53,59903551.63,1409222.61,25.26,5.15,4.34,15.76,21.84,6.08,15.76,95523.15,1997.38,43.52,322.16,2.64
287.37,115.93,11.01,7.57,9.72,0.76,8.25,6.29,6357.70,34319.49,8.55,28147.87,13495.09,10057.56,36503.62,34255.82,6784.58,23137.76,512333.58,1145635.11,733039.47,33105.83,1727.43,399937017.63,2945177.52,36.14,8.57,18.57,9.01,89.93,80.92,9.01,85618.06,18545.60,314.62,2991.23,17.27
323.85,386.71,15.91,5.77,2.65,6.83,6.84,9.04,7621.60,42145.85,6.00,21612.40,12061.17,9268.24,60805.72,36153.15,7311.67,20210.41,555874.49,1105202.56,1375180.93,65704.52,3754.67,928363436.36,5508628.61,51.68,6.77,31.25,13.67,231.22,217.55,13.67,91181.00,35351.28,1182.68,5701.82,37.55
392.26,488.89,10.92,3.91,7.29,4.47,1.33,6.32,7678.25,47871.92,8.67,20846.50,13302.95,9212.41,48144.17,26263.60,6887.14,20042.18,462511.36,1385722.72,697474.63,45655.58,3665.90,725377891.93,8546952.04,42.09,4.91,31.38,5.80,200.75,194.94,5.80,92738.53,19848.09,1811.06,3201.30,36.66
443.01,324.44,9.99,6.32,6.40,8.73,8.22,0.96,8214.34,34462.83,7.41,23872.61,18986.81,10643.57,45117.97,26440.85,6559.77,24214.76,393354.09,1535617.48,665811.63,38877.68,2827.30,626519912.03,8199788.44,44.65,7.32,20.40,16.94,58.65,41.71,16.94,100042.33,18215.04,1357.38,2937.91,28.27
360.75,108.52,15.90,2.80,3.26,4.38,2.23,1.15,6956.75,44997.39,7.81,26540.75,14626.10,7816.58,56979.32,38340.84,6505.09,20897.86,319422.37,1311614.81,179502.27,10799.33,807.66,165278124.89,3655163.41,22.03,3.80,11.62,6.61,30.73,24.12,6.61,88304.34,4960.22,369.71,800.04,8.08
103.26,374.17,10.46,7.78,0.44,7.23,5.48,1.70,7508.63,42841.68,8.19,28957.24,20557.35,11314.47,51045.06,32508.52,6189.14,20421.30,370387.49,1639044.88,534988.45,25126.66,1398.62,356734397.55,4537707.47,33.87,8.78,12.38,12.71,43.42,30.71,12.71,91149.79,13685.17,364.88,2207.28,13.99
244.41,35.32,15.72,3.67,0.57,5.74,9.65,2.70,4296.07,52193.06,7.66,17030.97,19125.05,10359.41,50195.43,48236.43,6622.64,22400.60,729952.66,867019.21,145738.42,7102.71,417.84,85169888.70,1134649.60,28.76,4.67,8.70,15.39,35.74,20.35,15.39,73115.64,3768.15,81.53,607.77,4.18
500.95,169.74,13.31,1.25,6.21,7.33,8.03,6.35,7096.06,36562.07,8.69,19762.59,20882.79,7301.69,52890.27,37838.12,5574.02,24460.52,663902.02,1798862.02,189660.25,15428.96,1427.43,243890692.71,7388069.33,41.71,2.25,24.10,15.36,145.61,130.25,15.36,93134.78,5866.08,803.02,946.14,14.27
118.15,519.06,14.47,9.57,5.12,9.58,8.72,6.80,4327.83,46042.12,8.74,21288.56,19710.30,6837.50,55484.71,44215.97,6398.50,16055.07,569026.01,956508.59,1741103.04,72499.45,3226.83,759481056.81,3336183.52,51.45,10.57,22.59,18.29,135.96,117.67,18.29,63149.16,43095.10,579.14,6950.82,32.27
497.14,25.21,13.53,4.38,3.82,2.37,0.39,0.94,8486.42,34896.57,6.76,29440.86,19869.47,8689.79,57300.09,34290.49,6500.20,21030.90,696511.59,1670530.37,226985.32,10970.62,637.67,160586247.68,2634038.02,15.15,5.38,7.00,2.77,14.92,12.16,2.77,97274.38,5854.56,118.36,944.28,6.38
444.82,373.29,9.33,3.63,5.41,0.28,3.62,9.20,8479.37,41063.59,8.78,21643.66,12027.50,6098.39,35642.66,29433.29,7384.41,17435.09,368008.37,1348191.15,671973.04,44155.41,3556.03,678888358.50,7737657.51,42.70,4.63,34.17,3.90,258.51,254.60,3.90,93358.33,19148.70,1568.12,3088.50,35.56
312.91,454.60,14.48,1.62,6.50,0.96,7.50,1.88,4957.28,33728.08,5.19,27802.49,11417.32,10182.43,61242.22,34013.74,7391.13,21961.90,677304.41,1630232.02,192753.52,18921.33,1913.68,302031315.16,8659907.05,32.75,2.62,21.68,8.46,71.60,63.14,8.46,73489.30,6465.92,1343.35,1042.89,19.14
290.85,518.58,12.46,7.64,3.87,8.85,0.95,9.35,7116.48,49698.08,8.24,21275.22,13536.80,9833.84,67801.15,28355.03,5653.51,19220.73,436725.12,1046837.51,2000186.91,92779.66,5063.00,1287427209.27,5726189.74,51.88,8.64,33.44,9.80,256.14,246.35,9.80,87861.54,50984.52,1424.41,8223.31,50.63
495.49,465.45,13.57,9.04,4.52,8.81,4.31,9.63,8676.77,52051.99,8.46,19743.14,14396.47,11531.82,62494.26,40175.72,6918.03,17068.90,650020.76,1734426.29,3356413.00,149111.67,7556.36,2339289160.42,11731408.13,61.61,10.04,38.45,13.13,326.04,312.91,13.13,96086.23,84531.33,2177.97,13634.09,75.56
252.82,384.14,9.99,7.24,2.93,8.70,1.24,3.59,6145.48,44649.55,7.78,17205.03,11243.60,10575.72,48486.55,29609.32,5784.21,18727.16,310969.63,1318296.02,846834.43,42784.72,2644.11,554596854.07,5786339.06,39.14,8.24,20.96,9.93,95.38,85.45,9.93,79388.02,22130.81,917.16,3569.49,26.44
229.71,439.78,12.35,4.31,2.19,8.29,8.00,6.01,6559.10,39875.40,6.19,29152.13,13741.87,10569.83,61893.83,36628.27,7238.53,16375.05,465908.09,1707742.55,611832.88,34542.21,2429.00,459905532.76,7645021.19,46.51,5.31,24.91,16.29,151.59,135.30,16.29,77769.69,16554.18,954.06,2670.03,24.29
454.62,57.34,9.98,5.98,1.26,9.97,2.08,1.56,6603.75,29109.16,9.90,18126.36,13648.71,11874.51,41801.76,46898.96,6043.13,19053.68,530484.18,1228108.54,347646.80,17233.94,1038.30,208471508.06,2792671.17,29.43,6.98,10.41,12.05,35.82,23.77,12.05,80661.48,9033.87,246.17,1457.08,10.38
185.58,467.48,13.49,9.13,2.93,0.48,1.52,4.10,6760.68,43808.01,7.53,19583.85,13976.31,9246.99,54064.66,35062.97,6380.82,18307.58,764215.02,1445548.63,1307280.50,57854.53,2911.31,773832653.48,5996810.00,33.00,10.13,20.88,1.99,92.21,90.21,1.99,82896.11,32889.26,819.29,5304.72,29.11
431.54,388.12,14.52,2.48,4.92,3.81,5.47,8.74,6483.26,50598.95,7.66,23385.79,13296.43,10225.26,49853.96,36480.70,7299.89,23193.39,296629.90,873643.45,569640.00,37898.31,3081.23,564906226.36,5035832.34,46.32,3.48,33.57,9.28,253.20,243.92,9.28,89305.39,16305.28,1581.75,2629.88,30.81
263.59,506.86,9.09,7.92,6.86,1.34,4.26,8.68,4720.31,41156.68,9.14,16460.03,20359.52,6032.79,43470.50,39911.05,6574.89,23819.05,398401.35,1176873.57,1713959.92,81825.70,4670.31,918460947.34,6058696.22,45.82,8.92,31.30,5.60,222.18,216.58,5.60,76442.13,44049.99,1261.72,7104.84,46.70
524.65,30.35,15.22,5.87,0.14,1.71,2.12,2.48,5062.55,28717.72,5.82,23280.72,13614.56,8128.04,40071.48,39218.58,6839.65,24620.91,343993.73,1716910.52,405147.93,18065.38,921.59,187812554.90,3051499.31,20.72,6.87,10.03,3.83,29.69,25.86,3.83,77326.10,10213.98,150.38,1647.42,9.22
520.52,129.52,11.38,6.58,6.96,6.04,5.42,5.26,8200.51,35293.47,5.69,27591.55,13955.24,9401.22,45474.20,30571.58,5809.97,21849.50,694739.38,1290285.92,849555.25,40997.70,2377.68,586879952.77,4718715.15,39.92,7.58,20.88,11.47,109.84,98.38,11.47,96378.25,21902.52,636.71,3532.66,23.78
80.64,199.48,12.57,5.54,2.76,1.88,2.46,6.24,6337.22,30514.28,5.86,19062.59,13247.31,9610.25,64134.86,35741.69,5539.51,19529.78,741866.53,1175815.18,337041.28,15800.19,876.91,182637109.05,2100411.39,26.57,6.54,15.69,4.34,60.11,55.77,4.34,79132.14,8617.02,151.91,1389.84,8.77
498.13,421.36,13.58,8.57,3.78,1.08,3.76,0.99,6594.44,41902.90,9.81,15169.85,11403.73,6798.23,61145.82,36489.28,7269.66,22552.34,498938.47,1302590.38,1343979.66,67971.23,4206.26,994678260.43,8405217.68,38.80,9.57,24.39,4.85,56.06,51.22,4.85,87942.30,35133.75,1982.19,5666.73,42.06
181.85,66.90,10.12,1.55,5.81,4.64,8.39,0.04,4944.24,49195.96,7.56,20068.83,13760.10,7425.85,42516.16,43135.02,6394.68,24794.41,299121.24,1474435.16,37297.43,2908.43,262.75,43486494.07,2290606.77,21.16,2.55,5.58,13.03,18.84,5.82,13.03,80609.21,1134.03,114.90,182.91,2.63
329.61,509.47,15.94,2.70,0.03,2.60,4.22,6.68,7037.02,52391.56,6.43,26678.59,21605.68,11869.44,38251.26,33165.06,7197.33,20198.08,346318.32,1722025.00,540492.41,35762.36,2895.46,565136449.56,9939014.64,41.04,3.70,30.52,6.83,198.50,191.67,6.83,88934.82,15440.35,1585.88,2490.38,28.95
203.46,116.55,10.99,9.55,7.02,3.53,0.55,2.55,8642.45,37599.01,9.66,21227.69,20725.90,10274.37,35994.74,33804.17,7417.18,24018.53,708715.56,1467409.52,582168.47,25107.70,1202.70,375110487.83,3182659.99,26.17,10.55,11.53,4.09,36.34,32.25,4.09,103640.93,14544.37,223.94,2345.87,12.03
137.73,229.09,10.35,2.10,7.16,4.71,3.57,5.65,8482.35,30104.70,8.54,28398.09,16801.94,8589.13,52261.34,40164.66,6820.12,22402.04,346147.43,1551410.04,135650.68,9255.69,766.72,144500424.67,3881418.41,28.74,3.10,17.36,8.28,79.91,71.63,8.28,98675.20,3918.75,297.98,632.06,7.67
145.52,418.55,12.97,2.90,8.60,5.70,9.65,9.67,6152.67,39858.99,7.81,18305.69,14756.92,8017.20,63962.47,37424.38,7419.53,17866.48,441523.11,1707131.12,420909.28,24097.18,1718.73,303908787.41,5933888.61,46.09,3.90,26.84,15.35,176.82,161.47,15.35,77344.02,11440.37,575.19,1845.22,17.19
421.60,436.36,10.11,9.75,9.83,1.46,3.67,3.60,7211.69,47910.49,7.47,20140.05,16614.82,10510.81,59898.83,30106.62,6699.09,22925.10,467837.57,924833.19,1847444.15,86999.45,4862.77,1283449655.72,5587005.43,42.74,10.75,26.85,5.14,123.18,118.04,5.14,93510.75,47294.12,1737.38,7628.08,48.63
116.31,73.10,9.56,2.25,0.12,7.39,5.78,5.74,4137.30,43155.89,6.94,22972.27,13044.02,6326.95,42073.78,34291.47,6780.98,23372.49,340401.76,842871.29,69387.10,4301.90,330.40,48949088.11,1094630.57,29.64,3.25,13.22,13.17,50.86,37.68,13.17,71729.40,1937.21,80.29,312.45,3.30
210.12,471.04,10.40,6.24,1.33,5.81,9.04,7.70,6885.15,36536.66,8.37,28669.73,11019.12,11209.40,60888.06,45693.12,6490.98,19398.43,600571.82,1463752.32,1035654.31,52028.03,3191.33,674283291.32,6485977.28,49.37,7.24,27.28,14.85,181.93,167.08,14.85,84209.94,27019.23,934.71,4357.94,31.91
395.93,36.14,13.60,6.06,0.66,4.30,2.77,1.14,8080.69,50092.16,5.74,24971.40,20270.30,6808.20,44480.12,25723.36,6833.42,18562.14,463510.14,916687.29,312129.53,14237.18,755.64,213782492.23,1544322.46,21.83,7.06,7.69,7.07,21.59,14.51,7.07,93343.60,7918.63,135.11,1277.20,7.56
293.40,125.96,13.21,5.38,5.14,4.79,1.42,6.46,7251.15,46032.74,8.84,23286.10,19644.62,10450.53,55622.09,42524.71,6957.24,17511.63,688624.45,1553936.12,518468.04,25013.32,1450.08,350004391.73,4207458.31,31.89,6.38,19.30,6.21,93.44,87.23,6.21,85753.47,13365.65,349.01,2155.75,14.50
59.97,470.90,10.63,9.23,8.94,0.60,0.64,9.74,4872.08,37577.50,8.04,24696.34,18343.24,10564.74,46858.38,32086.28,5780.81,20620.68,699461.65,1293342.57,1241935.35,52477.35,2410.74,545946484.72,3061191.54,34.49,10.23,23.02,1.24,111.98,110.74,1.24,72038.34,30858.63,266.70,4977.20,24.11
105.12,524.68,15.96,1.81,1.16,8.02,6.85,1.28,8115.19,45053.64,7.21,23269.43,13416.31,8918.54,39697.42,36009.79,6746.36,21470.34,331928.72,1279522.64,155230.61,11047.63,942.53,193074878.38,4232317.39,31.35,2.81,13.66,14.87,45.40,30.52,14.87,97169.91,4555.32,520.86,734.73,9.43
